,id,caption,createTime,likeCount,shareCount,commentCount,viewCount
963,6774952197693132038,i’m eating an açaí bowl,2019-12-27 03:14:44,1100000,4917,4567,8500000
964,6774946852472114437,@dixiedamelio @thehypehouse,2019-12-27 02:54:00,1000000,15400,4175,7700000
965,6774943497494564102,@thehypehouse @charlidamelio,2019-12-27 02:40:59,4500000,128100,25800,34100000
966,6774907899585039621,@charlidamelio,2019-12-27 00:22:50,2500000,117600,9809,22600000
967,6774898043574652165,pls tell me i’m not alone,2019-12-26 23:44:35,1400000,16000,32100,7800000
968,6774850432088001797,good morning,2019-12-26 20:39:49,1500000,6759,6538,9400000
969,6774849621043744005,me trying to be like ⌛️ in the beginning,2019-12-26 20:36:40,1400000,14800,4494,10800000
970,6774547129676483845,@brycehall is a dancer,2019-12-26 01:02:52,1400000,27600,8836,10500000
971,6774475928824188166,this is my new fav tiktok sound sorry not sorry @brycehall,2019-12-25 20:26:33,1400000,15900,5312,9900000
972,6774416191227301125,,2019-12-25 16:34:44,2000000,10900,8820,11100000
973,6774412604275199238,dad still needs some work @montyjlopez,2019-12-25 16:20:49,1400000,10700,4168,9300000
974,6774153221620468997,sunset vibes,2019-12-24 23:34:18,928300,8941,3737,6200000
975,6774116328006634757,@sherinicolee,2019-12-24 21:11:07,2300000,81700,8331,22600000
976,6774099387988724997,,2019-12-24 20:05:23,1000000,6023,5336,6600000
977,6774039336984890629,,2019-12-24 16:12:21,640900,5597,4148,5300000
978,6774035636065193221,,2019-12-24 15:57:59,892500,14500,4862,7300000
979,6773860749686099206,i didn’t have musically but charli brought it back hahah also check out my piercings from Icing stores 😇,2019-12-24 04:39:23,1500000,10700,10700,11000000
980,6773842959508180230,why is this so funny,2019-12-24 03:30:20,2500000,29100,8570,17900000
981,6773784106783296774,i’m bored wby,2019-12-23 23:41:56,1000000,7704,3720,8600000
982,6773772901926669574,hi @montyjlopez,2019-12-23 22:58:28,702300,2807,2263,5400000
983,6773744006661754118,,2019-12-23 21:06:19,474000,4094,2949,4200000
984,6773473941899070726,idk,2019-12-23 03:38:21,1200000,13600,5361,9700000
985,6773379884157832453,@brycehall,2019-12-22 21:33:21,2300000,62200,17400,17400000
986,6773356398987250950,,2019-12-22 20:02:12,640000,7711,3179,6900000
987,6773349947095010566,@brycehall,2019-12-22 19:37:10,1300000,39400,4700,11100000
988,6773340285859564805,hi @noeneubanks @luvanthony @dixiedamelio,2019-12-22 18:59:40,824700,3941,2725,5500000
989,6773056820496928006,@dixiedamelio @thehypehouse,2019-12-22 00:39:42,971600,9457,3446,6600000
990,6772985164218797318,@thehypehouse @dixiedamelio,2019-12-21 20:01:37,2100000,27700,6465,13900000
991,6772982342010031366,@luvanthony @thehypehouse,2019-12-21 19:50:40,2300000,23200,4603,13800000
992,6772716490899705093,@mads.yo,2019-12-21 02:39:03,1000000,15700,2977,8200000
993,6772677858969062662,,2019-12-21 00:09:08,1500000,5995,3615,10300000
994,6772650870673919238,transitions ay @jadenhossler,2019-12-20 22:24:24,811200,5132,2118,6400000
995,6772590457991040262,@jadenhossler,2019-12-20 18:29:58,972000,13700,3929,7500000
996,6772393267419041030,@dixiedamelio @avani @charlidamelio @ameliezilber,2019-12-20 05:44:50,1000000,16300,4633,6700000
997,6772298400726584582,,2019-12-19 23:36:39,1600000,23200,6338,12200000
998,6772290818712554758,@charlidamelio,2019-12-19 23:07:13,6800000,264800,33200,76800000
999,6772285807966440710,@dixiedamelio @jadenhossler,2019-12-19 22:47:47,2600000,26400,5587,15700000
1000,6772283332047719685,@lilhuddy,2019-12-19 22:38:10,1700000,33200,7285,12200000
1001,6772216071018532102,,2019-12-19 18:17:09,1100000,7550,4281,7300000
1002,6771991612168883462,,2019-12-19 03:46:10,829400,9042,2265,6100000
1003,6771986444106910981,,2019-12-19 03:26:07,662200,10200,2251,5500000
1004,6771969360606137606,well the other one got taken down so,2019-12-19 02:19:49,468100,2886,1539,4200000
1005,6771632354332019974,@noeneubanks,2019-12-18 04:32:06,2300000,43400,12000,13100000
1006,6771587706402114821,we literally couldn’t seriously @luvanthony,2019-12-18 01:38:48,2100000,28900,5136,14900000
1007,6771574504343817478,,2019-12-18 00:47:34,1200000,24600,4026,8900000
1008,6771526624815992069,@luvanthony @kiocyrrr,2019-12-17 21:41:45,806700,11200,2949,6000000
1009,6771487471978040581,monthly makeup looks,2019-12-17 19:09:49,1100000,5645,5530,7600000
1010,6771299670800043270,@brycehall,2019-12-17 07:01:07,2700000,65700,11400,22100000
1011,6771125717473168645,THANK YALL FOR 5M AND IM A POPULAR CREATOR YAY<3,2019-12-16 19:46:02,591200,5619,5592,4800000
1012,6770783480381984005,,2019-12-15 21:37:58,1100000,6902,2884,7800000
1013,6770754984972733701,,2019-12-15 19:47:23,1300000,21000,5584,8700000
1014,6770750182599445766,@brycehall can’t b serious,2019-12-15 19:28:45,1100000,14500,3557,7800000
1015,6770515886806748422,@mads.yo @mackenzieziegler @isaakpresley @jadenhossler,2019-12-15 04:19:36,1200000,18800,5585,8600000
1016,6770425779370200325,,2019-12-14 22:29:55,2700000,60000,9324,24200000
1017,6770386440435043589,@brycehall,2019-12-14 19:57:15,1700000,15900,9238,13000000
1018,6770059342281510150,should jaden drop comatose @jadenhossler,2019-12-13 22:47:57,1300000,12200,4058,9800000
1019,6770030817549896965,FINALLY BACK WITH MY LOVES @mads.yo @jadenhossler,2019-12-13 20:57:15,3400000,54700,11700,21500000
1020,6770016523038887173,@jadenhossler,2019-12-13 20:01:47,3500000,18100,8795,42900000
1021,6770015035294043398,what should i get to eat,2019-12-13 19:56:00,983100,19500,5436,8600000
1022,6769816883127487749,bet you’ve never seen this bathroom before,2019-12-13 07:07:08,854200,4465,3391,6600000
1023,6769418910891527430,@jakepaul killed it,2019-12-12 05:22:48,3000000,68500,24900,24800000
1024,6769342279359417606,this song is so cute,2019-12-12 00:25:29,1100000,10800,5526,8000000
1025,6769341509788601606,can someone come over and dance with me,2019-12-12 00:22:24,653300,5702,5904,5500000
1026,6769042265982782726,@ameliezilber @avani,2019-12-11 05:01:15,888900,10100,2339,7500000
1027,6769040467888704774,tiktok bathroom says hi @lilhuddy @brycehall @charlidamelio,2019-12-11 04:54:15,1900000,108000,26000,13900000
1028,6768957537824820486,views,2019-12-10 23:32:24,1200000,10800,3520,10500000
1029,6768956214975024390,ok den dixie @dixiedamelio  @charlidamelio,2019-12-10 23:27:16,1200000,16700,4987,8800000
1030,6768952038110874885,who do you think i was looking at in the end?,2019-12-10 23:11:04,1000000,15600,13700,8900000
1031,6768877153972014342,I made my first tiktok dance <3 @realtrillkel #fyp #foryoupage,2019-12-10 18:20:27,1900000,40900,9109,17500000
1032,6768621755696303366,twin @mackenzieziegler,2019-12-10 01:49:24,1400000,33200,3280,10500000
1033,6768614904250240261,can anyone relate or is this just me hahaha #cashappthatmoney #cashapppartner,2019-12-10 01:22:48,1500000,5451,4659,9600000
1034,6768525169125330182,mood @mackenzieziegler @isaakpresley,2019-12-09 19:34:34,2400000,39500,14400,16800000
1035,6768279595343957254,@brycehall,2019-12-09 03:41:40,3800000,134400,28000,32500000
1036,6768188519358696710,when your jeans are too big,2019-12-08 21:48:12,1300000,22800,5141,11100000
1037,6767947913583693062,@mackenzieziegler ily,2019-12-08 06:14:34,1200000,20600,3137,10500000
1038,6767856016597044485,,2019-12-08 00:17:56,1500000,15900,4146,11900000
1039,6767848902856084741,comment a reason to smile today :),2019-12-07 23:50:20,888100,5307,22100,6600000
1040,6767843615919181062,,2019-12-07 23:29:49,278000,2464,1424,2900000
1041,6767837909149093125,@mads.yo,2019-12-07 23:07:40,855900,10900,1641,6400000
1042,6767802645630487813,familiar faces?,2019-12-07 20:50:48,685600,4340,2434,5300000
1043,6767468192978832646,she thought the view was pretty... i thought she was prettier 🥰😍✌🏼 @avani,2019-12-06 23:12:59,1100000,11100,2977,7400000
1044,6767410460024212741,let’s try this again @lilhuddy,2019-12-06 19:28:56,1000000,13000,5807,7800000
1045,6767162642411867397,they broke up AGAIN after this 😔 @adifishy @emilyalexaander,2019-12-06 03:27:19,1200000,12400,3870,9100000
1046,6767111966625402117,this started to get so off HAHAhahah,2019-12-06 00:10:39,2600000,20700,6887,17400000
1047,6766782087094619397,move like a WHAT.. @charlidamelio @lilhuddy,2019-12-05 02:50:41,1800000,34400,7878,12600000
1048,6766777908947176709,no WE’RE related @tonylopez__ @ondreazlopez_,2019-12-05 02:34:20,808200,13900,2382,6700000
1049,6766761611349855493,@dixiedamelio she really hit that tho,2019-12-05 01:31:06,2200000,24900,6028,13600000
1050,6766747517880192262,high school musician WHO? @brycehall,2019-12-05 00:36:24,2400000,38500,19700,17800000
1051,6766523663731707142,the duo u never knew u needed 😎 @charlidamelio,2019-12-04 10:07:47,3200000,61500,12800,23500000
1052,6766435233039420678,@zarbruh taught me this,2019-12-04 04:24:37,438100,2430,1103,3900000
1053,6766369752764910854,name all the groceries you see in the back of this,2019-12-04 00:10:29,574800,4669,6203,5100000
1054,6766320219863485701,charli we need help @mads.yo,2019-12-03 20:58:15,936500,8238,2415,6700000
1055,6766027998417259782,BACK WITH BESTIES <3 @mads.yo @jadenhossler @brycehall,2019-12-03 02:04:18,721900,6683,2502,5600000
1056,6765657589444283653,mom deserves the hype for learning all these dances so fast. ily mom <3 @sherinicolee,2019-12-02 02:06:55,1200000,22900,3297,8800000
1057,6765583753482996997,move like a snake @sherinicolee,2019-12-01 21:20:23,909700,13400,2439,7200000
1058,6765556040223214854,this song puts me in a happy mood :),2019-12-01 19:32:50,713000,14900,4525,6100000
1059,6765274736537750789,did u expect this ending.....,2019-12-01 01:21:15,773500,6081,2339,5500000
1060,6765245652227214598,sunsets are my favorite omg,2019-11-30 23:28:23,1100000,8197,3279,7800000
1061,6765212436199984389,haven’t stretched for this in about a month and i’m SORE HAHAHA,2019-11-30 21:19:28,620500,6874,2581,5000000
1062,6765181104740715782,when your dog jumps on u before u make a video 😔✌🏼 dc @charlidamelio,2019-11-30 19:17:53,2200000,58200,8049,19000000
1063,6764878339577515270,DRAFT BC I HAVENT FILMED TODAY!!!! dance credits/ @tonylopez__,2019-11-29 23:43:02,784300,10400,1730,6600000
1064,6764525807546223877,ok i’m so sorry grandpapi,2019-11-29 00:55:02,4100000,223400,23200,39300000
1065,6764519544754015494,today i am thankful for my parents,2019-11-29 00:30:49,1100000,3439,1596,7300000
1066,6764481013646183686,*goes to an NFL game and makes tiktoks*,2019-11-28 22:01:11,477700,4404,1418,4300000
1067,6764446011860602118,IF YOU’RE WATCHING THIS IM THANKFUL FOR YOU!!!!!!!! <3,2019-11-28 19:45:21,779900,8402,5701,5600000
1068,6764024978057743621,someone get this man his cooking attire,2019-11-27 16:31:32,1000000,8309,4822,8400000
1069,6763716344002235654,HAHAHa this dance makes me feel awkward but @sarahmagusara KILLS IT,2019-11-26 20:33:53,1400000,17300,4821,13000000
1070,6763688171789208838,love u mom @sherinicolee,2019-11-26 18:44:38,694800,14500,3354,5900000
1071,6763668467389435141,I have so much energy today js,2019-11-26 17:28:05,596600,9677,2122,5500000
1072,6763656303232503045,Lalalallala,2019-11-26 16:40:53,1300000,16200,3525,10200000
1073,6763368068010806534,Why was this extremely difficult for me omg. THANK U EVERYONE WHO SENT DQs ❤️❤️❤️,2019-11-25 22:02:30,5100000,188400,33800,48300000
1074,6763019382198144262,my squad,2019-11-24 23:29:20,3000000,16000,20000,17900000
1075,6762976189951921414,we can’t stay serious,2019-11-24 20:41:42,1200000,13500,7570,10000000
1076,6762962400888179973,y’all knew this was coming 😂 @sherinicolee,2019-11-24 19:48:11,6300000,151900,31400,66800000
1077,6762583821910134022,this trend makes me laugh,2019-11-23 19:19:06,2600000,26200,6082,24100000
1078,6762574532743007493,,2019-11-23 18:43:03,597400,7485,1819,6000000
1079,6762220944560803078,NEW HAIR WHAT U THINK BYE,2019-11-22 19:50:58,806300,5396,3489,6700000
1080,6761941618024090885,Layer-up For a chance to win an @aeropostale winter wardrobe with the #AeroPuffUpTheVolumeChallenge! See their page for more info. #ad,2019-11-22 01:47:03,390800,1453,724,4400000
1081,6761817397662911749,parent check 😎 (this is the best my dad could do) @sherinicolee,2019-11-21 17:44:59,2400000,26800,12800,15600000
1082,6761506008725589253,When mom finally learns the right choreo >,2019-11-20 21:36:39,5700000,207600,22200,63400000
1083,6761467089338354949,literally had no clue what to do at the end hahahaha,2019-11-20 19:05:37,702200,10100,2395,7000000
1084,6760729667499543813,HAHA BLOOPERS OF OUR MOM AND DAUGHTER DANCES,2019-11-18 19:24:03,6500000,138800,22100,65800000
1085,6760721350446304517,long time no see @sherinicolee 🤪,2019-11-18 18:51:46,1700000,20600,4401,12800000
1086,6760363240884145413,just airport things,2019-11-17 19:42:07,1300000,19400,4167,9800000
1087,6760357589550189829,wait til the end.. 😎😎😎😎😎,2019-11-17 19:20:11,567900,5180,1640,4000000
1088,6760026235910311173,hi i’m addison bye,2019-11-16 21:54:22,1100000,20500,8380,8500000
1089,6759753069212273925,yessir,2019-11-16 04:14:23,851500,10500,2474,5500000
1090,6759687441277259014,ok BESTIE @mads.yo,2019-11-15 23:59:41,825800,20100,3434,6600000
1091,6759658399769627910,i WILL hop on all the trends starting now,2019-11-15 22:06:59,876000,6495,2513,6600000
1092,6759415618342112517,JUST LISTEN AHHAHAHAHAHHA @mads.yo @brycehall @jadenhossler,2019-11-15 06:24:57,810600,13000,3742,5100000
1093,6759392217422417157,hit us up for lessons ;) @mads.yo @jadenhossler,2019-11-15 04:54:08,752100,7842,1623,5100000
1094,6759375970223934726,hi watch this,2019-11-15 03:51:04,816100,8848,3607,5700000
1095,6759316889027038469,outfit check,2019-11-15 00:01:46,584100,6001,1796,4800000
1096,6758925316615343365,Guess who was walking down the stairs...... @fashionnova,2019-11-13 22:42:16,515500,9069,4749,4400000
1097,6758901547150740741,we love jaden @mads.yo,2019-11-13 21:10:01,470000,3359,1074,3500000
1098,6758555395947531525,FANCY PANTS,2019-11-12 22:46:47,667500,12300,3526,4900000
1099,6758209440761056517,this view omg @mads.yo,2019-11-12 00:24:18,697500,12700,1506,5400000
1100,6758208552357170438,slow mo?,2019-11-12 00:20:51,1300000,9975,4598,8000000
1101,6758181210150767877,we had to @luvanthony @mads.yo,2019-11-11 22:34:45,2500000,21100,3723,16100000
1102,6757838815504715013,hi mom i miss u,2019-11-11 00:26:05,361600,1178,917,3100000
1103,6757091175821266181,hi everyone this took too many tries the least u can do is like it,2019-11-09 00:04:51,895700,12900,1824,7200000
1104,6757003620484435205,we tried so hard just to fail @mads.yo @brycehall @jadenhossler,2019-11-08 18:25:05,677600,6420,1305,5200000
1105,6756998935060974854,Same dance different day @joshrichards  @fashionnova,2019-11-08 18:06:54,420400,5233,1386,3400000
1106,6756691791354891525,@jadenhossler has an attitude,2019-11-07 22:15:02,577100,8629,1569,4000000
1107,6756672611222064390,i tried my best HAHAHah @fashionnova,2019-11-07 21:00:36,942800,14900,4246,6400000
1108,6756344517965745413,rate my outfit #peterpiperchallenge #foryou #fyp,2019-11-06 23:47:27,572900,9808,12600,4800000
1109,6755971218056219909,best friends who dance together........ hahahaha,2019-11-05 23:38:51,518800,11200,1587,3700000
1110,6755942797947243782,say what applies 2 u,2019-11-05 21:48:34,613000,7629,3011,4300000
1111,6755572042323528966,besties @jadenhossler @itstaylerholder @nate_wyatt,2019-11-04 21:49:50,1500000,23100,10200,10400000
1112,6755250303173414149,******DOGS we don’t want any mans 😂😂😂😂 #foryou,2019-11-04 01:01:20,2200000,23500,5997,15500000
1113,6755189533513420037,anyone else’s music only come from Tiktok? 😂 #skeeza,2019-11-03 21:05:30,304900,3718,1379,2800000
1114,6754386816759041285,yellow hearts <3 @fashionnova,2019-11-01 17:10:33,441600,6454,2326,3500000
1115,6754026596727852294,should i wear this today? 😂,2019-10-31 17:52:43,506400,16600,9866,3500000
1116,6753712425184316677,we ❤️ to dance @fashionnova,2019-10-30 21:33:37,1400000,53200,5437,11100000
1117,6753374625989758213,I STAN HER SO HARD u go girl <3 👏🏼👏🏼👏🏼👏🏼 #duet with @charlidamelio,2019-10-29 23:42:49,474900,3190,4652,3600000
1118,6753050032355790085,when u have good transitions AND ThEn STOP THE VIDEO TOO EARLY 🤬🤬🤬🤬🤬🤬,2019-10-29 02:43:19,639100,6136,2448,4700000
1119,6753023763987664134,we bought all the mini brands in target.... 😂😂😂,2019-10-29 01:01:18,586000,5657,1219,3700000
1120,6752931973645257989,wait for it.. 👹,2019-10-28 19:05:04,353500,2788,1163,2600000
1121,6752600244891979014,"I did the #dreambigvolumechallenge and loved it, think you can beat me? ❤️ #1K @marcanthonyhaircare",2019-10-27 21:37:47,535600,2283,1209,4900000
1122,6752533250129857798,THANK YALL SO MUCH FOR 1M IFLY!!!!! 😭🥰❤️🤪😱😍😇🔥🥳 @fashionnova,2019-10-27 17:17:47,777100,25600,15400,4700000
1123,6752216906209512709,Name a better trio,2019-10-26 20:50:14,2000000,29700,7231,11800000
1124,6752197356541840645,me during the week VS me on the weekend,2019-10-26 19:34:21,599400,6389,2579,4500000
1125,6752164211994004742,🍒❤️👺💋👠🎒🌹🌶 @fashionnova,2019-10-26 17:25:44,539700,14500,4046,4500000
1126,6751955348418039045,💔 ........,2019-10-26 03:55:21,522600,10600,5116,3700000
1127,6751860267338059013,This sound makes me miss my friends,2019-10-25 21:46:19,403700,8033,1920,3100000
1128,6751807790722895110,Since everyone wonders about my hair... I use @wowskinscience products🥰,2019-10-25 18:22:39,469500,6183,2079,3600000
1129,6751209256621591813,mom or sister #eyeslipsface,2019-10-24 03:40:14,1200000,14500,15100,8700000
1130,6751132193654902022,my four moods forever,2019-10-23 22:41:02,424100,3426,1575,3100000
1131,6751075889976544517,just college things,2019-10-23 19:02:30,477300,9435,2525,3200000
1132,6750048037776739590,be gone @mads.yo @jadenhossler @brycehall,2019-10-21 00:33:54,505200,6094,1464,3900000
1133,6750039353491213573,hype me up,2019-10-21 00:00:12,433600,2347,693,3200000
1134,6750004404008553734,We will never not use this sound when together @mads.yo @brycehall @avani @jojotua,2019-10-20 21:44:34,584500,9855,2541,4500000
1135,6749673640851213573,@avani @shanti_g this song SLAPS,2019-10-20 00:21:02,502100,7901,2109,3900000
1136,6749668633477156101,@fashionnova forever #fashionnova 💞😇✨,2019-10-20 00:01:36,345900,8731,2494,3100000
1137,6749617972140084486,who’s cleaning this mess up @jadenhossler @brycehall,2019-10-19 20:44:59,516600,7788,1981,3900000
1138,6749243730999414021,,2019-10-18 20:32:45,444200,11800,1797,3700000
1139,6748841289648835846,who pulled it off best? @jadenhossler,2019-10-17 18:31:05,436700,6042,2069,3400000
1140,6748708230471486725,She’s SO good at tiktok @tanamongeaulol,2019-10-17 09:54:49,870400,7696,1546,6700000
1141,6748531636033391877,,2019-10-16 22:29:29,600700,5250,1937,4100000
1142,6748131411653299462,this is us :),2019-10-15 20:36:23,542100,3312,1879,4100000
1143,6747824350277192965,"it’s not me, it’s you @fashionnova",2019-10-15 00:44:51,460800,7323,2933,3700000
1144,6747368521107344645,Curled or straight hair? #foryou @millismoke_,2019-10-13 19:15:58,332300,3523,3744,2700000
1145,6747065402045615365,Louisiana Check,2019-10-12 23:39:44,412300,6779,2388,3500000
1146,6746995595237510405,these are our house rules,2019-10-12 19:08:50,2700000,60200,8354,16400000
1147,6746635590122458373,Who else has said one of these,2019-10-11 19:51:50,417800,2681,2124,3300000
1148,6746343489203719429,Family time,2019-10-11 00:58:22,687200,7591,2834,4800000
1149,6746226055620611333,the convention dancer in me made an appearance,2019-10-10 17:22:38,499100,15100,3569,4200000
1150,6746225077035076870,Look at my nails though,2019-10-10 17:18:50,398400,3636,1202,3000000
1151,6745931744685346054,This is actually me,2019-10-09 22:20:34,404800,5050,1480,3000000
1152,6745172204691918086,relatable,2019-10-07 21:13:10,663200,10900,4296,4100000
1153,6744074957124373766,@jadenhossler did it better,2019-10-04 22:15:17,548000,8461,2263,4100000
1154,6744061914520849669,I saw this and thought it was too good to not recreate,2019-10-04 21:24:40,336400,2793,868,2700000
1155,6743733120995953926,Who did it best? @payton @itstaylerholder,2019-10-04 00:08:48,455600,8344,4318,3300000
1156,6742633328035237126,If you know.. you know 😂 #theendofthegame #inthecrowd @weezer,2019-10-01 01:01:02,272500,979,802,2400000
1157,6741516454912396550,It runs in the family.... @snicole1979,2019-09-28 00:47:00,779900,24200,12200,5300000
1158,6741501379598159109,asmr,2019-09-27 23:48:30,803200,14500,16100,6900000
1159,6741112782273481990,,2019-09-26 22:40:32,1700000,71600,11500,15700000
1160,6741102740321094918,I mean.. am I wrong? 🤔 #foryou #jokeisonyou,2019-09-26 22:01:34,349600,5528,1209,3000000
1161,6741080709198269701,stupid boy 😏 #foryou #jokeisonyou,2019-09-26 20:36:04,475200,9949,2603,3900000
1162,6740386369488571653,new phone who dis🤪🤪 #foryou #iphone11,2019-09-24 23:41:42,976900,9070,3686,7500000
1163,6740365739288464645,Why do YOU love Fall? 🤪🥰 #foryou #helloautumn,2019-09-24 22:21:38,295900,2156,1392,2400000
1164,6740033100065148165,Junk food or heathy food? 🤔 #mygoodies #foryou,2019-09-24 00:50:50,352700,2450,1773,2900000
1165,6739610620406041862,But where’s my lambo @snicole1979 ??? 🤨 #foryou #foryoupage #foryourconsideration,2019-09-22 21:31:22,391400,4182,1300,2700000
1166,6738885783035432197,I love you 3000 ❤️ #foryou #foryoupage #inthecrowd,2019-09-20 22:38:38,422300,4006,4646,3200000
1167,6738492214726495493,Should I duet this with my mom doing it? 😂 #foryou #foryoupage #workitout,2019-09-19 21:11:24,353800,10200,2149,2800000
1168,6737731884371004677,What’s your favorite? 🤔 #foryou #foryoupage #servinglooks,2019-09-17 20:00:55,425600,6129,10400,2900000
1169,6736986414317194502,When you aren’t invited to “guys night” with bae☹️😂 #foryou #overdramatic #foryoupage,2019-09-15 19:48:06,488100,6412,1121,3800000
1170,6735871025474522374,This sound is amazing 😍 #foryou #foryoupage,2019-09-12 19:39:51,1400000,49000,12300,9000000
1171,6735865761044172037,Trying this one more time.. 🤪 #makeitawesome #foryou #foryoupage,2019-09-12 19:19:25,378000,8006,2225,3300000
1172,6735540190753983749,Remember when everyone used to say this? 😂😂 #foryou #foryoupage #overdramatic #YouOwnIt,2019-09-11 22:16:03,303400,2894,1075,2400000
1173,6734468190937697542,@impatman made me FACEPLANT😭😑 #foryou #YouOwnIt #foryoupage,2019-09-09 00:56:09,390300,4449,2567,2800000
1174,6733677450036808965,How many pets do YOU have? ❤️🥰 #whydontyouslide #foryou,2019-09-06 21:47:39,296300,5067,4852,2400000
1175,6732922936715382022,We all know someone who this has happened to 😂 #foryou #foryoupage,2019-09-04 20:59:45,305300,3607,937,2500000
1176,6732523462860098822,Should I do a video with my whole family next? 🤪 #foryou #foryoupage,2019-09-03 19:09:36,469400,9777,2650,3600000
1177,6732146050590592262,Send this to your teams “braider” 😂😂😂 #foryou #foryoupage,2019-09-02 18:45:01,718100,40800,4908,4600000
1178,6732100757446839558,I tried something😂... How’d I do? 😋 #foryou #foryoupage,2019-09-02 15:49:15,360000,16400,6462,2800000
1179,6731805795714878726,Is this accurate? 😂😂 I hear this all the time!! #foryoupage #foryou #chaoticenergy,2019-09-01 20:44:39,263800,5965,2316,2100000
1180,6731127470373801222,666skskskskskks... 👹🥵 #foryou #foryoupage,2019-08-31 00:52:26,328400,4012,2818,2500000
1181,6730694692725476613,We all a little crazy sometimes.. right? 🤪😂 #foryou #foryoupage #MakeMoves,2019-08-29 20:53:01,346800,3117,1203,2600000
1182,6730666766244072710,"Felt blue, so made it into a makeup look 👽 JUST FOR FUN! #bluestripschallenge #foryou #foryourpage",2019-08-29 19:04:40,356300,5906,2944,2700000
1183,6729241237645298949,Maui VS baby shark 🙂 Who do you think won? 🦈🐶 #foryou #summersurvival #pets,2019-08-25 22:52:53,403500,10400,5171,2900000
1184,6729232512737905926,Low iron deficiency be like... 😂 Don’t stand up too fast 🥴 #foryoupage #foryou,2019-08-25 22:19:02,693400,20000,3309,4800000
1185,6727394066394287366,My anxiety levels when the shower curtain is closed 📈#foryourpage #foryou,2019-08-20 23:24:55,835600,28100,10500,4900000
1186,6726271347128814854,Who played the part best?🤷🏼‍♀️🤣 #foryoupage #foryou #meangirls,2019-08-17 22:48:12,398300,4751,2635,3200000
1187,6725427248523988229,MAKE THIS A TREND!! Someone (please) do a better back tuck than me😬😂 #foryoupage #foryou,2019-08-15 16:12:38,403500,11200,4317,3400000
1188,6725260694356348165,Nice try mom!!😤 Here’s some cake since i reached 300K!!!!! 😂😂 #foryoupage #foryou,2019-08-15 05:26:24,774900,11000,7967,5600000
1189,6724773193015495941,SHES BACK... 😂😂 #foryoupage #mom,2019-08-13 21:54:35,2700000,74100,8088,17700000
1190,6724092323367587077,#duet with @zarbruh #foryoupage,2019-08-12 01:52:30,374000,3713,2105,3100000
1191,6723985594646662405,Who’s guilty? 😅🤷🏽‍♀️🤦🏽‍♀️ #foryoupage #foryou,2019-08-11 18:58:18,390600,6843,2133,3100000
1192,6722940867692219654,How about EVERYday we wear pink💅💅 #meangirls #foryoupage #thatmademyday,2019-08-08 23:24:15,430500,7016,2739,3800000
1193,6722871328791186693,You know you sang along...😂🤪#foryoupage #foryou,2019-08-08 18:54:22,404700,7663,3060,3400000
1194,6722198627722235142,Don’t act like you haven’t done this before 😂😂 #foryoupage #respectthedrip #foryou,2019-08-06 23:23:58,538300,11000,13400,4600000
1195,6720299585048300806,Is this it? 🤔 #foryourpage #foryoupage,2019-08-01 20:34:42,1100000,16600,5366,7700000
1196,6718456767510072582,Good thing for the beauty filter... 🤭😭 What do y’all think?😂  #foryoupage #thepig,2019-07-27 21:23:38,586800,12000,4841,4200000
1197,6717995718851808518,ITS THE FREAKING WEEKEND🤪🤪🤪 with my momma @snicole1979 ❤️❤️,2019-07-26 15:34:31,571000,18100,3967,5100000
1198,6717667866684050693,"Since people asked for more of my mom..🤪 #mom #foryoupage don’t hate, appreciate ❤️",2019-07-25 18:22:16,901500,20500,5796,6500000
1199,6717665232673688838,Not a regular mom... a COOL mom 🤣🤣🤣 #foryoupage,2019-07-25 18:12:04,923100,24100,7506,8200000
1200,6717425162913860869,Don’t send me to jail... I bought it 😂 #foryoupage,2019-07-25 02:40:45,500100,13100,7223,4300000
1201,6714390745966447878,"Don’t roast us, we tried 🤣🤣 #foryoupage #summerlove #foryou #mom",2019-07-16 22:25:19,821800,15200,4490,6900000
1202,6714366842145606918,I paid $420 for Tik Tok to make the heart turn PINK...don’t let it flop🤭 #foryoupage #foryou,2019-07-16 20:52:34,557800,7302,3319,4700000
1203,6714297838873873670,Can anyone else relate to this... or am I the only one? 😂 #foryoupage #summerlove #fyp #area51,2019-07-16 16:24:48,575700,20800,3136,5700000
1204,6714013990160174341,Why is this every girl at my school hahahaha #foryoupage #foryou,2019-07-15 22:03:19,778800,17000,7140,6100000
1205,6713985414719343878,My neighbors thought I was about to jump and they almost called 911 😂 #foryoupage #foryou,2019-07-15 20:12:26,618000,4359,5855,4600000
1206,6713953407125687557,He’s fine trust me 🥴 #foryoupage #foryou,2019-07-15 18:08:13,663900,19700,10700,5800000
1207,6713950665552432389,I tried 🤦🏽‍♀️ #foryoupage #foryou,2019-07-15 17:57:35,628000,11300,5719,5400000
1208,6713915029978090757,Everyone’s reposting their most popular tik tok sooooo 🤪🤪 #foryoupage #foryou #fyp,2019-07-15 15:39:18,827700,14200,5394,6500000
1209,6713702188922703110,I have bruises on my face for dropping my phone on it so many times🤦🏽‍♀️ #foryoupage #foryou,2019-07-15 01:53:22,640400,6422,4991,5300000
1210,6712136070298864901,Maui said she’d only do this tik tok if she gets a treat🤨 #foryoupage #notforyoupage,2019-07-10 20:36:02,784500,19300,12800,6100000
